Access Name,URL,imgURL,County,Type,Location,Access Type,Path to Beach,Managed by,Parking,Fee,Bathrooms,Handicap Access,Running Water,Showers,Camp Sites,Stairs to Beach,Boat Ramps,Tidepooling,Surfing,Hiking,Bicycling,Horseback Riding,Road Vehicle Access,Whale Watching
6th and Madison,?option=com_jumi&view=application&fileid=13&a=553&Itemid=109,/images/learn/access/P002002.gif,Coos,6th and Madison,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6th and Coquille Point,?option=com_jumi&view=application&fileid=13&a=554&Itemid=109,/images/learn/access/P002003.gif,Coos,6th and Coquille Point,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
7th Street,?option=com_jumi&view=application&fileid=13&a=555&Itemid=109,/images/learn/access/P002004.gif,Coos,7th Street,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8th Street,?option=com_jumi&view=application&fileid=13&a=556&Itemid=109,/images/learn/access/P002006.gif,Coos,8th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
9th Street,?option=com_jumi&view=application&fileid=13&a=557&Itemid=109,/images/learn/access/P002007.gif,Coos,9th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10th Street,?option=com_jumi&view=application&fileid=13&a=558&Itemid=109,/images/learn/access/P002011.gif,Coos,10th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Kronenberg Park,?option=com_jumi&view=application&fileid=13&a=559&Itemid=109,/images/learn/access/P002009.gif,Coos,Kronenberg Park,Pedestrian Access,beach,unpaved,County,paved,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
Bandon Ocean State Park / Face Rock,?option=com_jumi&view=application&fileid=13&a=560&Itemid=109,/images/learn/access/P002012.gif,Coos,Bandon Ocean State Park / Face Rock,Visual Access Only,beach,none,State Parks,paved,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
Beach Loop Drive / South Seabird,?option=com_jumi&view=application&fileid=13&a=561&Itemid=109,/images/learn/access/P002013.gif,Coos,Beach Loop Drive / South Seabird,Pedestrian Access,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mars Street,?option=com_jumi&view=application&fileid=13&a=562&Itemid=109,/images/learn/access/P002014.gif,Coos,Mars Street,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bandon State Park / Crooked Creek,?option=com_jumi&view=application&fileid=13&a=563&Itemid=109,/images/learn/access/P002015.gif,Coos,Bandon State Park / Crooked Creek,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Bandon State Park,?option=com_jumi&view=application&fileid=13&a=564&Itemid=109,/images/learn/access/P002018.gif,Coos,Bandon State Park,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bandon State Park / China Creek,?option=com_jumi&view=application&fileid=13&a=565&Itemid=109,/images/learn/access/P002019.gif,Coos,Bandon State Park / China Creek,Visual Access Only,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bandon State Park / Two Mile River,?option=com_jumi&view=application&fileid=13&a=566&Itemid=109,/images/learn/access/P001789.gif,Coos,Bandon State Park / Two Mile River,Pedestrian Access,beach,none,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
New River,?option=com_jumi&view=application&fileid=13&a=567&Itemid=109,/images/learn/access/P001785.gif,Coos,New River,Pedestrian Access,beach,none,BLM,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Flora Lake Central,?option=com_jumi&view=application&fileid=13&a=568&Itemid=109,/images/learn/access/P002040.gif,Curry,Flora Lake Central,Pedestrian Access,beach,unpaved,County,paved,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no
Floras Lake  South State Park,?option=com_jumi&view=application&fileid=13&a=569&Itemid=109,/images/learn/access/P001784.gif,Curry,Floras Lake  South State Park,Pedestrian Access,beach,unpaved,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Blanco State Park Day Use,?option=com_jumi&view=application&fileid=13&a=570&Itemid=109,/images/learn/access/P002033.gif,Curry,Cape Blanco State Park Day Use,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Cape Blanco State Park North,?option=com_jumi&view=application&fileid=13&a=571&Itemid=109,/images/learn/access/P002031.gif,Curry,Cape Blanco State Park North,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Cape Blanco State Park View Point,?option=com_jumi&view=application&fileid=13&a=572&Itemid=109,/images/learn/access/P002027.gif,Curry,Cape Blanco State Park View Point,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
Garrison Beach Wayside,?option=com_jumi&view=application&fileid=13&a=573&Itemid=109,/images/learn/access/P001980.gif,Curry,Garrison Beach Wayside,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Agate Beach,?option=com_jumi&view=application&fileid=13&a=574&Itemid=109,/images/learn/access/P001982.gif,Curry,Agate Beach,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4th Street / Washington,?option=com_jumi&view=application&fileid=13&a=575&Itemid=109,/images/learn/access/.gif,Curry,4th Street / Washington,Visual Access Only,beach,none,Port District,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Battle Rock City Park,?option=com_jumi&view=application&fileid=13&a=576&Itemid=109,/images/learn/access/P002020.gif,Curry,Battle Rock City Park,Pedestrian Access,beach,paved,City,paved,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
Graveyard Point / 5th Street,?option=com_jumi&view=application&fileid=13&a=577&Itemid=109,/images/learn/access/P002024.gif,Curry,Graveyard Point / 5th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Port Orford Harbor,?option=com_jumi&view=application&fileid=13&a=578&Itemid=109,/images/learn/access/P002023.gif,Curry,Port Orford Harbor,Pedestrian Access,beach,none,Port District,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Port Orford Harbor,?option=com_jumi&view=application&fileid=13&a=579&Itemid=109,/images/learn/access/P002022.gif,Curry,Port Orford Harbor,Boat Access,beach,none,Port District,paved,no,yes,no,no,no,no,no,paved,no,no,no,no,no,no,no
Port Orford State Park,?option=com_jumi&view=application&fileid=13&a=580&Itemid=109,/images/learn/access/P002021.gif,Curry,Port Orford State Park,Visual Access Only,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes
Hubbards Creek,?option=com_jumi&view=application&fileid=13&a=581&Itemid=109,/images/learn/access/P002026.gif,Curry,Hubbards Creek,Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Rocky Point,?option=com_jumi&view=application&fileid=13&a=582&Itemid=109,/images/learn/access/p001937.gif,Curry,Highway 101 / North Rocky Point,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Rocky Point,?option=com_jumi&view=application&fileid=13&a=583&Itemid=109,/images/learn/access/p001938.gif,Curry,Highway 101 / North Rocky Point,Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Humbug Mountain State Park at Retz Creek,?option=com_jumi&view=application&fileid=13&a=584&Itemid=109,/images/learn/access/p001938.gif,Curry,Humbug Mountain State Park at Retz Creek,Pedestrian Access,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Humbug Mountain State Park / Coal Point,?option=com_jumi&view=application&fileid=13&a=585&Itemid=109,/images/learn/access/p001940.gif,Curry,Humbug Mountain State Park / Coal Point,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Humbug Mountain State Park / Brush Creek,?option=com_jumi&view=application&fileid=13&a=586&Itemid=109,/images/learn/access/p001941.gif,Curry,Humbug Mountain State Park / Brush Creek,Pedestrian Access,beach,unpaved,State Parks,paved,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Highway 101/ North Lookout Rock,?option=com_jumi&view=application&fileid=13&a=587&Itemid=109,/images/learn/access/p001942.gif,Curry,Highway 101/ North Lookout Rock,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Lookout Rock,?option=com_jumi&view=application&fileid=13&a=588&Itemid=109,/images/learn/access/p001943.gif,Curry,Highway 101 / North Lookout Rock,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / Lookout Rock,?option=com_jumi&view=application&fileid=13&a=589&Itemid=109,/images/learn/access/p001944.gif,Curry,Highway 101 / Lookout Rock,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / South Lookout Rock,?option=com_jumi&view=application&fileid=13&a=590&Itemid=109,/images/learn/access/p001946.gif,Curry,Highway 101 / South Lookout Rock,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Mussel Creek,?option=com_jumi&view=application&fileid=13&a=591&Itemid=109,/images/learn/access/P001946.gif,Curry,Mussel Creek,Pedestrian Access,beach,unpaved,unknown,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Frankport,?option=com_jumi&view=application&fileid=13&a=592&Itemid=109,/images/learn/access/P001947.gif,Curry,Frankport,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101/ North Frankport,?option=com_jumi&view=application&fileid=13&a=593&Itemid=109,/images/learn/access/P001948.gif,Curry,Highway 101/ North Frankport,Visual Access Only,beach,unpaved,Dept. of Transportation,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sisters Rock,?option=com_jumi&view=application&fileid=13&a=594&Itemid=109,/images/learn/access/P001960.gif,Curry,Sisters Rock,Visual Access Only,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Greggs Creek,?option=com_jumi&view=application&fileid=13&a=595&Itemid=109,/images/learn/access/.gif,Curry,Greggs Creek,Visual Access Only,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Ophir,?option=com_jumi&view=application&fileid=13&a=596&Itemid=109,/images/learn/access/P001952.gif,Curry,Highway 101 / North Ophir,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / South Ophir,?option=com_jumi&view=application&fileid=13&a=597&Itemid=109,/images/learn/access/P001953.gif,Curry,Highway 101 / South Ophir,Pedestrian Access,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ophir Rest Area,?option=com_jumi&view=application&fileid=13&a=598&Itemid=109,/images/learn/access/P001954.gif,Curry,Ophir Rest Area,Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Nesika Beach,?option=com_jumi&view=application&fileid=13&a=599&Itemid=109,/images/learn/access/P001955.gif,Curry,Highway 101 / North Nesika Beach,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / North Nesika Beach,?option=com_jumi&view=application&fileid=13&a=600&Itemid=109,/images/learn/access/P001956.gif,Curry,Highway 101 / North Nesika Beach,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Unnamed Road / North Nesika Bch,?option=com_jumi&view=application&fileid=13&a=601&Itemid=109,/images/learn/access/P001957.gif,Curry,Unnamed Road / North Nesika Bch,Pedestrian Access,beach,none,County,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Gun Club / Nesika Beach,?option=com_jumi&view=application&fileid=13&a=602&Itemid=109,/images/learn/access/P001958.gif,Curry,Gun Club / Nesika Beach,Visual Access Only,beach,none,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Otter Point State Park (North),?option=com_jumi&view=application&fileid=13&a=603&Itemid=109,/images/learn/access/P001964.gif,Curry,Otter Point State Park (North),Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Otter Point State Park (South),?option=com_jumi&view=application&fileid=13&a=604&Itemid=109,/images/learn/access/P001969.gif,Curry,Otter Point State Park (South),Pedestrian Access,beach,none,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bailey Beach / South Otter Point,?option=com_jumi&view=application&fileid=13&a=605&Itemid=109,/images/learn/access/P001959.gif,Curry,Bailey Beach / South Otter Point,Pedestrian Access,beach,unpaved,State Parks,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bailey Beach / South Otter Point,?option=com_jumi&view=application&fileid=13&a=606&Itemid=109,/images/learn/access/P001962.gif,Curry,Bailey Beach / South Otter Point,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hi-Tide Lane,?option=com_jumi&view=application&fileid=13&a=607&Itemid=109,/images/learn/access/P001970.gif,Curry,Hi-Tide Lane,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hi-Tide Lane,?option=com_jumi&view=application&fileid=13&a=608&Itemid=109,/images/learn/access/P001972.gif,Curry,Hi-Tide Lane,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Doyle Point / North Jetty,?option=com_jumi&view=application&fileid=13&a=609&Itemid=109,/images/learn/access/.gif,Curry,Doyle Point / North Jetty,Pedestrian Access,beach,none,Army Corps of Engineers,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South Jetty / Rogue River,?option=com_jumi&view=application&fileid=13&a=610&Itemid=109,/images/learn/access/P001973.gif,Curry,South Jetty / Rogue River,Pedestrian Access,beach,unpaved,Port District,unpaved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Section 36S 15W 1DC Tax Lot 302,?option=com_jumi&view=application&fileid=13&a=611&Itemid=109,/images/learn/access/P001976.gif,Curry,Section 36S 15W 1DC Tax Lot 302,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Curry County Fairgrounds,?option=com_jumi&view=application&fileid=13&a=612&Itemid=109,/images/learn/access/P001975.gif,Curry,Curry County Fairgrounds,Pedestrian Access,beach,paved,County,paved,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no
Buena Vista Wayside,?option=com_jumi&view=application&fileid=13&a=613&Itemid=109,/images/learn/access/P001979.gif,Curry,Buena Vista Wayside,Visual Access Only,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Buena Vista Wayside,?option=com_jumi&view=application&fileid=13&a=614&Itemid=109,/images/learn/access/P001978.gif,Curry,Buena Vista Wayside,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Sebastion State Park North,?option=com_jumi&view=application&fileid=13&a=615&Itemid=109,/images/learn/access/.gif,Curry,Cape Sebastion State Park North,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Sebastian State Park,?option=com_jumi&view=application&fileid=13&a=616&Itemid=109,/images/learn/access/.gif,Curry,Cape Sebastian State Park,Visual Access Only,beach,paved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Sebastian State Park,?option=com_jumi&view=application&fileid=13&a=617&Itemid=109,/images/learn/access/.gif,Curry,Cape Sebastian State Park,Visual Access Only,beach,paved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Pistol River State Park / Myers Creek,?option=com_jumi&view=application&fileid=13&a=618&Itemid=109,/images/learn/access/P001781.gif,Curry,Pistol River State Park / Myers Creek,Pedestrian Access,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pistol River State Park,?option=com_jumi&view=application&fileid=13&a=619&Itemid=109,/images/learn/access/P001780.gif,Curry,Pistol River State Park,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pistol River State Park,?option=com_jumi&view=application&fileid=13&a=620&Itemid=109,/images/learn/access/P001779.gif,Curry,Pistol River State Park,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pistol River State Park,?option=com_jumi&view=application&fileid=13&a=621&Itemid=109,/images/learn/access/P001778.gif,Curry,Pistol River State Park,Pedestrian Access,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pistol River State Park / South,?option=com_jumi&view=application&fileid=13&a=622&Itemid=109,/images/learn/access/P001777.gif,Curry,Pistol River State Park / South,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pistol River State Park / North,?option=com_jumi&view=application&fileid=13&a=623&Itemid=109,/images/learn/access/P001776.gif,Curry,Pistol River State Park / North,Pedestrian Access,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101,?option=com_jumi&view=application&fileid=13&a=624&Itemid=109,/images/learn/access/P001773.gif,Curry,Highway 101,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101,?option=com_jumi&view=application&fileid=13&a=625&Itemid=109,/images/learn/access/P001774.gif,Curry,Highway 101,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101,?option=com_jumi&view=application&fileid=13&a=626&Itemid=109,/images/learn/access/P001775.gif,Curry,Highway 101,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101/ Mack Arch Cove,?option=com_jumi&view=application&fileid=13&a=627&Itemid=109,/images/learn/access/P001771.gif,Curry,Highway 101/ Mack Arch Cove,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Arch Rock,?option=com_jumi&view=application&fileid=13&a=628&Itemid=109,/images/learn/access/P001762.gif,Curry,Boardman State Park / Arch Rock,Visual Access Only,beach,none,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Boardman State Park / Spruce,?option=com_jumi&view=application&fileid=13&a=629&Itemid=109,/images/learn/access/P001770.gif,Curry,Boardman State Park / Spruce,Visual Access Only,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Spruce,?option=com_jumi&view=application&fileid=13&a=630&Itemid=109,/images/learn/access/P001769.gif,Curry,Boardman State Park / Spruce,Visual Access Only,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Thunder Rock,?option=com_jumi&view=application&fileid=13&a=631&Itemid=109,/images/learn/access/P001765.gif,Curry,Boardman State Park / Thunder Rock,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Natural Br.,?option=com_jumi&view=application&fileid=13&a=633&Itemid=109,/images/learn/access/P001763.gif,Curry,Boardman State Park / Natural Br.,Visual Access Only,beach,unpaved,State Parks,paved,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no
Boardman State Park / Natural Br.,?option=com_jumi&view=application&fileid=13&a=632&Itemid=109,/images/learn/access/P001764.gif,Curry,Boardman State Park / Natural Br.,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Boardman State Park / Highway 101,?option=com_jumi&view=application&fileid=13&a=634&Itemid=109,/images/learn/access/P001761.gif,Curry,Boardman State Park / Highway 101,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Thomas Creek,?option=com_jumi&view=application&fileid=13&a=635&Itemid=109,/images/learn/access/P001760.gif,Curry,Boardman State Park / Thomas Creek,Visual Access Only,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Indian Sands,?option=com_jumi&view=application&fileid=13&a=636&Itemid=109,/images/learn/access/P001758.gif,Curry,Boardman State Park / Indian Sands,Pedestrian Access,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Boardman State Park / Indian Sands,?option=com_jumi&view=application&fileid=13&a=637&Itemid=109,/images/learn/access/P001759.gif,Curry,Boardman State Park / Indian Sands,Visual Access Only,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / Whaleshead,?option=com_jumi&view=application&fileid=13&a=638&Itemid=109,/images/learn/access/P001757.gif,Curry,Boardman State Park / Whaleshead,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Boardman State Park / Whaleshead South,?option=com_jumi&view=application&fileid=13&a=639&Itemid=109,/images/learn/access/P001756.gif,Curry,Boardman State Park / Whaleshead South,Visual Access Only,beach,none,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Boardman State Park / House Rock,?option=com_jumi&view=application&fileid=13&a=640&Itemid=109,/images/learn/access/P001755.gif,Curry,Boardman State Park / House Rock,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Boardman State Park / Cape Ferrelo,?option=com_jumi&view=application&fileid=13&a=641&Itemid=109,/images/learn/access/P001754.gif,Curry,Boardman State Park / Cape Ferrelo,Visual Access Only,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes
Boardman State Park / Lone Ranch,?option=com_jumi&view=application&fileid=13&a=642&Itemid=109,/images/learn/access/P001751.gif,Curry,Boardman State Park / Lone Ranch,Pedestrian Access,beach,none,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Highway 101 / Rainbow Rock,?option=com_jumi&view=application&fileid=13&a=643&Itemid=109,/images/learn/access/P001752.gif,Curry,Highway 101 / Rainbow Rock,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Taylor Creek,?option=com_jumi&view=application&fileid=13&a=644&Itemid=109,/images/learn/access/P001752.gif,Curry,Taylor Creek,Pedestrian Access,beach,unpaved,unknown,unpaved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Harris Beach State Park,?option=com_jumi&view=application&fileid=13&a=645&Itemid=109,/images/learn/access/P001749.gif,Curry,Harris Beach State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no
Harris Beach State Park / South,?option=com_jumi&view=application&fileid=13&a=646&Itemid=109,/images/learn/access/P001750.gif,Curry,Harris Beach State Park / South,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Mill Beach Road,?option=com_jumi&view=application&fileid=13&a=647&Itemid=109,/images/learn/access/P001748.gif,Curry,Mill Beach Road,Pedestrian Access,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tanbark Point,?option=com_jumi&view=application&fileid=13&a=648&Itemid=109,/images/learn/access/P001247.gif,Curry,Tanbark Point,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sport Haven Park,?option=com_jumi&view=application&fileid=13&a=649&Itemid=109,/images/learn/access/P001746.gif,Curry,Sport Haven Park,Pedestrian Access,beach,unpaved,Port District,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
McVay Rock,?option=com_jumi&view=application&fileid=13&a=650&Itemid=109,/images/learn/access/P001742.gif,Curry,McVay Rock,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Winchuck Wayside,?option=com_jumi&view=application&fileid=13&a=651&Itemid=109,/images/learn/access/P001745.gif,Curry,Winchuck Wayside,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
